	pathway	pathwayId	id	name	symbol	chembl_id	mechanism_of_action	action_type
1	Prostanoid ligand receptors	R-HSA-391908	ENSG00000160013	prostaglandin I2 receptor	PTGIR	CHEMBL1237119	Prostanoid IP receptor agonist	AGONIST
2	G alpha (s) signalling events	R-HSA-418555	ENSG00000160013	prostaglandin I2 receptor	PTGIR	CHEMBL1237119	Prostanoid IP receptor agonist	AGONIST
0	Assembly of collagen fibrils and other multimeric structures	R-HSA-2022090	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
1	Extra-nuclear estrogen signaling	R-HSA-9009391	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
2	Activation of Matrix Metalloproteinases	R-HSA-1592389	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
3	Degradation of the extracellular matrix	R-HSA-1474228	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
4	Collagen degradation	R-HSA-1442490	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
0	RUNX3 regulates YAP1-mediated transcription	R-HSA-8951671	ENSG00000118523	cellular communication network factor 2	CCN2	CHEMBL2109377	Connective tissue growth factor inhibitor	INHIBITOR
1	YAP1- and WWTR1 (TAZ)-stimulated gene expression	R-HSA-2032785	ENSG00000118523	cellular communication network factor 2	CCN2	CHEMBL2109377	Connective tissue growth factor inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Signaling by PDGF	R-HSA-186797	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	Downstream signal transduction	R-HSA-186763	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Sunitinib-resistant PDGFR mutants	R-HSA-9674401	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	Imatinib-resistant PDGFR mutants	R-HSA-9674396	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	Signaling by PDGF	R-HSA-186797	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
6	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
7	Downstream signal transduction	R-HSA-186763	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
8	Regorafenib-resistant PDGFR mutants	R-HSA-9674403	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
9	Sorafenib-resistant PDGFR mutants	R-HSA-9674404	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
10	Signaling by PDGFRA extracellular domain mutants	R-HSA-9673770	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
11	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	R-HSA-9673767	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
12	PDGFR mutants bind TKIs	R-HSA-9674428	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	Assembly of collagen fibrils and other multimeric structures	R-HSA-2022090	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
1	Extra-nuclear estrogen signaling	R-HSA-9009391	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
2	Activation of Matrix Metalloproteinases	R-HSA-1592389	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
3	Degradation of the extracellular matrix	R-HSA-1474228	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
4	Collagen degradation	R-HSA-1442490	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
0	Potential therapeutics for SARS	R-HSA-9679191	ENSG00000113851	cereblon	CRBN	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
0	Dual incision in TC-NER	R-HSA-6782135	ENSG00000167986	damage specific DNA binding protein 1	DDB1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
1	Gap-filling DNA repair synthesis and ligation in TC-NER	R-HSA-6782210	ENSG00000167986	damage specific DNA binding protein 1	DDB1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
2	Recognition of DNA damage by PCNA-containing replication complex	R-HSA-110314	ENSG00000167986	damage specific DNA binding protein 1	DDB1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
3	Neddylation	R-HSA-8951664	ENSG00000167986	damage specific DNA binding protein 1	DDB1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
4	DNA Damage Recognition in GG-NER	R-HSA-5696394	ENSG00000167986	damage specific DNA binding protein 1	DDB1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
5	Dual Incision in GG-NER	R-HSA-5696400	ENSG00000167986	damage specific DNA binding protein 1	DDB1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
6	Formation of Incision Complex in GG-NER	R-HSA-5696395	ENSG00000167986	damage specific DNA binding protein 1	DDB1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
7	Formation of TC-NER Pre-Incision Complex	R-HSA-6781823	ENSG00000167986	damage specific DNA binding protein 1	DDB1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
8	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	R-HSA-6781827	ENSG00000167986	damage specific DNA binding protein 1	DDB1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
0	Dual incision in TC-NER	R-HSA-6782135	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
1	Gap-filling DNA repair synthesis and ligation in TC-NER	R-HSA-6782210	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
2	Recognition of DNA damage by PCNA-containing replication complex	R-HSA-110314	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
3	Neddylation	R-HSA-8951664	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
4	DNA Damage Recognition in GG-NER	R-HSA-5696394	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
5	Dual Incision in GG-NER	R-HSA-5696400	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
6	Formation of Incision Complex in GG-NER	R-HSA-5696395	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
7	Formation of TC-NER Pre-Incision Complex	R-HSA-6781823	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
8	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	R-HSA-6781827	ENSG00000139842	cullin 4A	CUL4A	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
0	Hedgehog 'on' state	R-HSA-5632684	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
1	Gap-filling DNA repair synthesis and ligation in TC-NER	R-HSA-6782210	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
2	Regulation of expression of SLITs and ROBOs	R-HSA-9010553	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
3	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	R-HSA-2894862	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
4	NOTCH1 Intracellular Domain Regulates Transcription	R-HSA-2122947	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
5	Dual Incision in GG-NER	R-HSA-5696400	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
6	Constitutive Signaling by NOTCH1 PEST Domain Mutants	R-HSA-2644606	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
7	Antigen processing: Ubiquitination & Proteasome degradation	R-HSA-983168	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
8	Formation of TC-NER Pre-Incision Complex	R-HSA-6781823	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
9	DNA Damage Recognition in GG-NER	R-HSA-5696394	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
10	Negative regulation of NOTCH4 signaling	R-HSA-9604323	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
11	Orc1 removal from chromatin	R-HSA-68949	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
12	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	R-HSA-9762114	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
13	Degradation of GLI2 by the proteasome	R-HSA-5610783	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
14	Dual incision in TC-NER	R-HSA-6782135	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
15	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	R-HSA-8854050	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
16	Recognition of DNA damage by PCNA-containing replication complex	R-HSA-110314	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
17	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	R-HSA-2644607	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
18	Regulation of RUNX2 expression and activity	R-HSA-8939902	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
19	GLI3 is processed to GLI3R by the proteasome	R-HSA-5610785	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
20	Prolactin receptor signaling	R-HSA-1170546	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
21	Potential therapeutics for SARS	R-HSA-9679191	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
22	Degradation of DVL	R-HSA-4641258	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
23	KEAP1-NFE2L2 pathway	R-HSA-9755511	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
24	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	R-HSA-1234176	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
25	Degradation of GLI1 by the proteasome	R-HSA-5610780	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
26	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	R-HSA-6781827	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
27	Degradation of beta-catenin by the destruction complex	R-HSA-195253	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
28	Nuclear events stimulated by ALK signaling in cancer	R-HSA-9725371	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
29	Regulation of BACH1 activity	R-HSA-9708530	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
30	Neddylation	R-HSA-8951664	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
31	Vif-mediated degradation of APOBEC3G	R-HSA-180585	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
32	Regulation of RAS by GAPs	R-HSA-5658442	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
33	Formation of Incision Complex in GG-NER	R-HSA-5696395	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
34	Interleukin-1 signaling	R-HSA-9020702	ENSG00000100387	ring-box 1	RBX1	CHEMBL468	CRL4(CRBN) E3 ubiquitin ligase inhibitor	INHIBITOR
0	Assembly of collagen fibrils and other multimeric structures	R-HSA-2022090	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
1	Extra-nuclear estrogen signaling	R-HSA-9009391	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
2	Activation of Matrix Metalloproteinases	R-HSA-1592389	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
3	Degradation of the extracellular matrix	R-HSA-1474228	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
4	Collagen degradation	R-HSA-1442490	ENSG00000137673	matrix metallopeptidase 7	MMP7	CHEMBL1433	Matrix metalloproteinase 7 inhibitor	INHIBITOR
0	Hedgehog 'on' state	R-HSA-5632684	ENSG00000128602	smoothened, frizzled class receptor	SMO	CHEMBL2142592	Smoothened homolog antagonist	ANTAGONIST
1	Activation of SMO	R-HSA-5635838	ENSG00000128602	smoothened, frizzled class receptor	SMO	CHEMBL2142592	Smoothened homolog antagonist	ANTAGONIST
2	BBSome-mediated cargo-targeting to cilium	R-HSA-5620922	ENSG00000128602	smoothened, frizzled class receptor	SMO	CHEMBL2142592	Smoothened homolog antagonist	ANTAGONIST
3	Class B/2 (Secretin family receptors)	R-HSA-373080	ENSG00000128602	smoothened, frizzled class receptor	SMO	CHEMBL2142592	Smoothened homolog antagonist	ANTAGONIST
4	Hedgehog 'off' state	R-HSA-5610787	ENSG00000128602	smoothened, frizzled class receptor	SMO	CHEMBL2142592	Smoothened homolog antagonist	ANTAGONIST
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Signaling by PDGF	R-HSA-186797	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	Downstream signal transduction	R-HSA-186763	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Sunitinib-resistant PDGFR mutants	R-HSA-9674401	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	Imatinib-resistant PDGFR mutants	R-HSA-9674396	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	Signaling by PDGF	R-HSA-186797	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
6	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
7	Downstream signal transduction	R-HSA-186763	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
8	Regorafenib-resistant PDGFR mutants	R-HSA-9674403	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
9	Sorafenib-resistant PDGFR mutants	R-HSA-9674404	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
10	Signaling by PDGFRA extracellular domain mutants	R-HSA-9673770	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
11	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	R-HSA-9673767	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
12	PDGFR mutants bind TKIs	R-HSA-9674428	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Signaling by PDGF	R-HSA-186797	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	Downstream signal transduction	R-HSA-186763	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Sunitinib-resistant PDGFR mutants	R-HSA-9674401	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	Imatinib-resistant PDGFR mutants	R-HSA-9674396	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	Signaling by PDGF	R-HSA-186797	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
5	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
6	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
7	Downstream signal transduction	R-HSA-186763	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
8	Regorafenib-resistant PDGFR mutants	R-HSA-9674403	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
9	Sorafenib-resistant PDGFR mutants	R-HSA-9674404	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
10	Signaling by PDGFRA extracellular domain mutants	R-HSA-9673770	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
11	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	R-HSA-9673767	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
12	PDGFR mutants bind TKIs	R-HSA-9674428	ENSG00000134853	platelet derived growth factor receptor alpha	PDGFRA	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
0	G alpha (q) signalling events	R-HSA-416476	ENSG00000136160	endothelin receptor type B	EDNRB	CHEMBL2103873	Endothelin receptor, ET-A/ET-B antagonist	ANTAGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000136160	endothelin receptor type B	EDNRB	CHEMBL2103873	Endothelin receptor, ET-A/ET-B antagonist	ANTAGONIST
0	G alpha (q) signalling events	R-HSA-416476	ENSG00000151617	endothelin receptor type A	EDNRA	CHEMBL2103873	Endothelin receptor, ET-A/ET-B antagonist	ANTAGONIST
1	Peptide ligand-binding receptors	R-HSA-375276	ENSG00000151617	endothelin receptor type A	EDNRA	CHEMBL2103873	Endothelin receptor, ET-A/ET-B antagonist	ANTAGONIST
0	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-6811558	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
1	Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
2	Signaling by PDGF	R-HSA-186797	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
3	PIP3 activates AKT signaling	R-HSA-1257604	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
4	RAF/MAP kinase cascade	R-HSA-5673001	ENSG00000113721	platelet derived growth factor receptor beta	PDGFRB	CHEMBL502835	Platelet-derived growth factor receptor inhibitor	INHIBITOR
